Πρόγραμμα 'Καλλικράτης' (Ενημερώσεις μέχρι 31/12/2010),,,,
"(1) ΕΠΙΠΕΔΑ: 1=Μεγάλες γεωγραφικές ενότητες, 2=Αποκεντρωμένες Διοικήσεις, 3=Περιφέρειες, 4=Περιφεριακές ενότητες, 5=Δήμοι, 6=Δημοτικές Ενότητες, 7=Δημοτικές/Τοπικές Κοινότητες, 8=Οικισμοί",,,,
"(2) ΚΩΔΙΚΟΙ για:  Μεγάλες γεωγραφικές ενότητες, Αποκεντρωμένες Διοικήσεις, Περιφέρειες",,,,
,Επίπεδο (1),Κωδικοί,,Περιγραφή 
α/α,,(2), Κωδικός ΚΑΛΛΙΚΡΑΤΗ,
,,,,
8439,8,232,2902020201,"Άγιος Αθανάσιος,ο"
8440,7,232,29020203,Τοπική Κοινότητα Αμφιθέας
8441,8,232,2902020301,"Αμφιθέα,η"
8442,7,232,29020204,Τοπική Κοινότητα Βούνων
8443,8,232,2902020401,"Βούνοι,οι"
8444,7,232,29020205,Τοπική Κοινότητα Γλυφάδας
8445,8,232,2902020501,"Γλυφάδα,η"
8446,8,232,2902020502,"Αγριοσυκέα,η"
8447,8,232,2902020503,"Κοτσίκια,τα"
8448,8,232,2902020504,"Νίκη,η"
8449,7,232,29020206,Τοπική Κοινότητα Θεολόγου
8450,8,232,2902020601,"Θεολόγος,ο"
8451,7,232,29020207,Τοπική Κοινότητα Καθενών
8452,8,232,2902020701,"Καθενοί,οι"
8453,7,232,29020208,Τοπική Κοινότητα Καμπιών
8454,8,232,2902020801,"Καμπιά,τα"
8455,8,232,2902020802,"Κάτω Καμπιά,τα"
8456,8,232,2902020803,"Σκουντέριον,το"
8457,7,232,29020209,Τοπική Κοινότητα Λούτσας
8458,8,232,2902020901,"Λούτσα,η"
8459,7,232,29020210,Τοπική Κοινότητα Μίστρου
8460,8,232,2902021001,"Μίστρος,ο"
8461,8,232,2902021002,"Άνω Μίστρος,ο"
8462,8,232,2902021003,"Μαυρόπουλον,το"
8463,7,232,29020211,Τοπική Κοινότητα Παλιούρα
8464,8,232,2902021101,"Παλιούρας,ο"
8465,7,232,29020212,Τοπική Κοινότητα Πισσώνος
8466,8,232,2902021201,"Πισσώνας,ο"
8467,7,232,29020213,Τοπική Κοινότητα Πούρνου
8468,8,232,2902021301,"Πούρνος,ο"
8469,7,232,29020214,Τοπική Κοινότητα Στροπώνων
8470,8,232,2902021401,"Στρόπωνες,αι"
8471,8,232,2902021402,"Αγία Ειρήνη,η"
8472,8,232,2902021403,"Λάμαρη,η"
8473,8,232,2902021404,"Παραλία Χιλιαδού,η"
8474,5,232,2903,ΔΗΜΟΣ ΕΡΕΤΡΙΑΣ
8475,6,232,290301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΡΕΤΡΙΑΣ
8476,7,232,29030101,Δημοτική Κοινότητα Ερέτριας
8477,8,232,2903010101,"Ερέτρια,η"
8478,8,232,2903010102,"Αγία Τριάς,η (νησίς)"
8479,8,232,2903010103,"Γέροντας,ο"
8480,8,232,2903010104,"Μαγούλα,η"
8481,8,232,2903010105,"Μαλακώντα,η"
8482,6,232,290302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΑΡΥΝΘΙΩΝ
8483,7,232,29030201,Δημοτική Κοινότητα Αμαρύνθου
8484,8,232,2903020101,"Αμάρυνθος,η"
8485,8,232,2903020102,"Γαλάζια Νερά,τα"
8486,7,232,29030202,Τοπική Κοινότητα Άνω Βάθειας
8487,8,232,2903020201,"Άνω Βάθεια,η"
8488,8,232,2903020202,"Κουκάκι,το"
8489,8,232,2903020203,"Μονή Αγίου Νικολάου,η"
8490,7,232,29030203,Δημοτική Κοινότητα Γυμνού
8491,8,232,2903020301,"Γυμνόν,το"
8492,8,232,2903020302,"Μεταμόρφωσις,η"
8493,7,232,29030204,Τοπική Κοινότητα Καλλιθέας
8494,8,232,2903020401,"Καλλιθέα,η"
8495,7,232,29030205,Τοπική Κοινότητα Σέτας
8496,8,232,2903020501,"Σέτα,η"
8497,8,232,2903020502,"Κάτω Σέτα,η"
8498,5,232,2904,ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ
8499,6,232,290401,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΣΤΙΑΙΑΣ
8500,7,232,29040101,Δημοτική Κοινότητα Ιστιαίας
8501,8,232,2904010101,"Ιστιαία,η"
8502,8,232,2904010102,"Άγιος Γεώργιος,ο"
8503,8,232,2904010103,"Κανατάδικα,τα"
8504,8,232,2904010104,"Νέα Σινασός,η"
8505,8,232,2904010105,"Νεοχώριον,το"
8506,7,232,29040102,Τοπική Κοινότητα Αβγαριάς
8507,8,232,2904010201,"Αβγαριά,η"
8508,7,232,29040103,Τοπική Κοινότητα Βουτά
8509,8,232,2904010301,"Βουτάς,ο"
8510,8,232,2904010302,"Κυπαρίσσιον,το"
8511,8,232,2904010303,"Σήμια,η"
8512,7,232,29040104,Τοπική Κοινότητα Γαλατσάδων
8513,8,232,2904010401,"Γαλατσάδες,αι"
8514,8,232,2904010402,"Καματριάδες,αι"
8515,7,232,29040105,Τοπική Κοινότητα Γαλατσώνας
8516,8,232,2904010501,"Γαλατσώνα,η"
8517,7,232,29040106,Τοπική Κοινότητα Καμαρίων
8518,8,232,2904010601,"Καμάρια,τα"
8519,7,232,29040107,Τοπική Κοινότητα Κοκκινομηλέας
8520,8,232,2904010701,"Κοκκινομηλέα,η"
8521,7,232,29040108,Τοπική Κοινότητα Κρυονερίτη
8522,8,232,2904010801,"Κρυονερίτης,ο"
8523,7,232,29040109,Τοπική Κοινότητα Μηλεών
8524,8,232,2904010901,"Μηλέαι,αι"
8525,7,232,29040110,Τοπική Κοινότητα Μονοκαρυάς
8526,8,232,2904011001,"Μονοκαρυά,η"
8527,8,232,2904011002,"Κάτω Μονοκαρυά,η"
8528,6,232,290402,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΙΔΗΨΟΥ
8529,7,232,29040201,Δημοτική Κοινότητα Λουτρών Αιδηψού
8530,8,232,2904020101,"Λουτρά Αιδηψού,τα"
8531,8,232,2904020102,"Αιδηψός,η"
8532,8,232,2904020103,"Ήλια,τα"
8533,8,232,2904020104,"Μαούνης,ο"
8534,8,232,2904020105,"Μονή Αγίου Γεωργίου,η"
8535,8,232,2904020106,"Παιδούπολη,η"
8536,8,232,2904020107,"Παραλία Αγίου Νικολάου,η"
8537,8,232,2904020108,"Πολύλοφον,το"
8538,7,232,29040202,Τοπική Κοινότητα Αγίου
8539,8,232,2904020201,"Άγιος,ο"
8540,8,232,2904020202,"Αγιόκαμπος,ο"
8541,8,232,2904020203,"Βαρβάρα,η"
8542,8,232,2904020204,"Βίγλα,η"
8543,8,232,2904020205,"Πλατανιάς,ο"
8544,8,232,2904020206,"Σκεπαστή,η"
8545,7,232,29040203,Τοπική Κοινότητα Γιάλτρων
8546,8,232,2904020301,"Γιάλτρα,τα"
8547,8,232,2904020302,"Άγιος Γεώργιος Γιάλτρων,ο"
8548,8,232,2904020303,"Λουτρά Γιάλτρων,τα"
8549,8,232,2904020304,"Ροδοδάφνη,η"
8550,6,232,290403,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΤΕΜΙΣΙΟΥ
8551,7,232,29040301,Τοπική Κοινότητα Αρτεμισίου
8552,8,232,2904030101,"Αρτεμίσιον,το"
8553,8,232,2904030102,"Πευκίον,το"
8554,7,232,29040302,Τοπική Κοινότητα Αγδινών
8555,8,232,2904030201,"Αγδίναι,αι"
8556,7,232,29040303,Τοπική Κοινότητα Αγριοβοτάνου
8557,8,232,2904030301,"Αγριοβότανον,το"
8558,8,232,2904030302,"Ποντικονήσιον,το (νησίς)"
8559,7,232,29040304,Τοπική Κοινότητα Ασμηνίου
8560,8,232,2904030401,"Ασμήνιον,το"
8561,8,232,2904030402,"Κεφαλές,οι"
8562,7,232,29040305,Τοπική Κοινότητα Βασιλικών
8563,8,232,2904030501,"Βασιλικά,τα"
8564,8,232,2904030502,"Τσαπουρνιά,η"
8565,8,232,2904030503,"Ψαροπούλι,το"
8566,7,232,29040306,Τοπική Κοινότητα Γερακιούς
8567,8,232,2904030601,"Γερακιού,η"
8568,7,232,29040307,Τοπική Κοινότητα Γουβών
8569,8,232,2904030701,"Γούβαι,αι"
8570,8,232,2904030702,"Καστρίον,το"
8571,8,232,2904030703,"Παλαιόκαστρο,το"
8572,7,232,29040308,Τοπική Κοινότητα Ελληνικών
8573,8,232,2904030801,"Ελληνικά,τα"
8574,8,232,2904030802,"Άγιος Νικόλαος,ο"
8575,6,232,290404,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΙΧΑΔΟΣ
8576,7,232,29040401,Τοπική Κοινότητα Λιχάδος
8577,8,232,2904040101,"Λιχάς,η"
8578,8,232,2904040102,"Άγιος Γεώργιος,ο"
8579,8,232,2904040103,"Βασιλίνα,η"
8580,8,232,2904040104,"Γρεγολίμανο,το"
8581,8,232,2904040105,"Κάβος,ο"
8582,8,232,2904040106,"Κοκκινιάς,ο"
8583,8,232,2904040107,"Μονολιά,η (νησίς)"
8584,8,232,2904040108,"Στρογγύλη,η (νησίς)"
8585,6,232,290405,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΩΡΕΩΝ
8586,7,232,29040501,Τοπική Κοινότητα Ωρεών
8587,8,232,2904050101,"Ωρεοί,οι"
8588,7,232,29040502,Τοπική Κοινότητα Καστανιωτίσσης
8589,8,232,2904050201,"Καστανιώτισσα,η"
8590,7,232,29040503,Τοπική Κοινότητα Νέου Πύργου
8591,8,232,2904050301,"Νέος Πύργος,ο"
8592,7,232,29040504,Τοπική Κοινότητα Ταξιάρχου
8593,8,232,2904050401,"Ταξιάρχης,ο"
8594,5,232,2905,ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ
8595,6,232,290501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΥΣΤΟΥ
8596,7,232,29050101,Δημοτική Κοινότητα Καρύστου
8597,8,232,2905010101,"Κάρυστος,η"
8598,8,232,2905010102,"Ζαρμπουταίϊκα,τα"
8599,8,232,2905010103,"Σφυριδούπολη,η"
8600,7,232,29050102,Τοπική Κοινότητα Αετού
8601,8,232,2905010201,"Αετός,ο"
8602,8,232,2905010202,"Ακρωτήρι,το"
8603,8,232,2905010203,"Μετόχιον,το"
8604,8,232,2905010204,"Μπούρος,ο"
8605,7,232,29050103,Τοπική Κοινότητα Γραμπιάς
8606,8,232,2905010301,"Γραμπιά,η"
8607,8,232,2905010302,"Μεκουνίδα,η"
8608,8,232,2905010303,"Ρούκλια,τα"
8609,7,232,29050104,Τοπική Κοινότητα Καλυβίων
8610,8,232,2905010401,"Καλύβια,τα"
8611,7,232,29050105,Τοπική Κοινότητα Μύλων
8612,8,232,2905010501,"Μύλοι,οι"
8613,7,232,29050106,Τοπική Κοινότητα Πλατανιστού
8614,8,232,2905010601,"Πλατανιστός,ο"
8615,8,232,2905010602,"Άγιοι,οι"
8616,8,232,2905010603,"Ελαιών,ο"
8617,8,232,2905010604,"Επανωχώριον,το"
8618,8,232,2905010605,"Καστρί,το"
8619,8,232,2905010606,"Μανδηλού,η (νησίς)"
8620,8,232,2905010607,"Πηδουλαίικα,τα"
8621,8,232,2905010608,"Ποτάμιον,το"
8622,6,232,290502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΦΗΡΕΩΣ
8623,7,232,29050201,Τοπική Κοινότητα Αμυγδαλέας
8624,8,232,2905020101,"Αμυγδαλέα,η"
8625,8,232,2905020102,"Δρυμονάριον,το"
8626,8,232,2905020103,"Ζαχαριά,η"
8627,8,232,2905020104,"Θύμιον,το"
8628,8,232,2905020105,"Καψούριον,το"
8629,8,232,2905020106,"Πρινιά,η"
8630,8,232,2905020107,"Σχίζαλη,η"
8631,7,232,29050202,Τοπική Κοινότητα Κομίτου
8632,8,232,2905020201,"Κόμιτον,το"
8633,8,232,2905020202,"Αντιάς,ο"
8634,8,232,2905020203,"Ευαγγελισμός,ο"
8635,6,232,290503,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΑΡΜΑΡΙΟΥ
8636,7,232,29050301,Τοπική Κοινότητα Μαρμαρίου
8637,8,232,2905030101,"Μαρμάριον,το"
8638,8,232,2905030102,"Αγία Μαρίνα,η"
8639,8,232,2905030103,"Άγιος Κωνσταντίνος,ο"
8640,8,232,2905030104,"Διασταύρωση,η"
8641,8,232,2905030105,"Κοκκίνης,ο"
8642,8,232,2905030106,"Κρύα Βρύση, η"
8643,8,232,2905030107,"Λυκόρεμα,το"
8644,8,232,2905030108,"Μεγαλόνησος Πεταλιών,η (νησίς)"
8645,8,232,2905030109,"Παναγία,η"
8646,8,232,2905030110,"Παραλία Φηγιά,η"
8647,8,232,2905030111,"Τραγονήσιον,το (νησίς)"
8648,8,232,2905030112,"Φηγιάς,ο"
8649,8,232,2905030113,"Χερσονήσιον,το (νησίς)"
8650,7,232,29050302,Τοπική Κοινότητα Αγίου Δημητρίου
8651,8,232,2905030201,"Άγιος Δημήτριος,ο"
8652,7,232,29050303,Τοπική Κοινότητα Ακταίου
8653,8,232,2905030301,"Ακταίον,το"
8654,8,232,2905030302,"Εκάλη,η"
8655,7,232,29050304,Τοπική Κοινότητα Γιαννιτσίου
8656,8,232,2905030401,"Γιαννίτσιον,το"
8657,8,232,2905030402,"Κάτω Γιαννίτσι,το"
8658,8,232,2905030403,"Πόθιον,το"
8659,7,232,29050305,Τοπική Κοινότητα Καλλιανού
8660,8,232,2905030501,"Καλλιανός,ο"
8661,8,232,2905030502,"Αγαθόν,το"
8662,8,232,2905030503,"Βράχος,ο"
8663,8,232,2905030504,"Καλέργον,το"
8664,8,232,2905030505,"Λενοσαίοι,οι"
8665,8,232,2905030506,"Σώτειρα,η"
8666,7,232,29050306,Τοπική Κοινότητα Κατσαρωνίου
8667,8,232,2905030601,"Κατσαρώνιον,το"
8668,8,232,2905030602,"Χωνί,το"
8669,7,232,29050307,Τοπική Κοινότητα Μελισσώνος
8670,8,232,2905030701,"Μελισσών,ο"
8671,7,232,29050308,Τοπική Κοινότητα Παραδεισίου
8672,8,232,2905030801,"Παραδείσιον,το"
8673,8,232,2905030802,"Αλέξης,ο"
8674,8,232,2905030803,"Χάνια,τα"
8675,7,232,29050309,Τοπική Κοινότητα Στουππαίων
8676,8,232,2905030901,"Στουππαίοι,οι"
8677,8,232,2905030902,"Βαρελλαίοι,οι"
8678,8,232,2905030903,"Βατήσιον,το"
8679,8,232,2905030904,"Καλογέρι,το"
8680,8,232,2905030905,"Ριζοβούνιον,το"
8681,6,232,290504,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΤΥΡΕΩΝ
8682,7,232,29050401,Τοπική Κοινότητα Στύρων
8683,8,232,2905040101,"Στύρα,τα"
8684,8,232,2905040102,"Ελαφολίμανο,το"
8685,8,232,2905040103,"Καγκαδαίοι,οι"
8686,8,232,2905040104,"Κάψαλα,τα"
8687,8,232,2905040105,"Λεύκα,η"
8688,8,232,2905040106,"Νιμπορειό,το"
8689,7,232,29050402,Τοπική Κοινότητα Αλμυροποτάμου
8690,8,232,2905040201,"Αλμυροπόταμος,ο"
8691,8,232,2905040202,"Καβαλλιανή,η (νησίς)"
8692,8,232,2905040203,"Παναγία,η"
8693,7,232,29050403,Τοπική Κοινότητα Μεσοχωρίων
8694,8,232,2905040301,"Μεσοχώρια,τα"
8695,8,232,2905040302,"Ραπταίοι,οι"
8696,8,232,2905040303,"Τσακαίοι,οι"
8697,7,232,29050404,Τοπική Κοινότητα Νέων Στύρων
8698,8,232,2905040401,"Νέα Στύρα,τα"
8699,8,232,2905040402,"Βαθύρεμα,το"
8700,8,232,2905040403,"Δήλησο,το"
8701,8,232,2905040404,"Ζωοδόχος Πηγή,η"
8702,8,232,2905040405,"Κελλιά,τα"
8703,8,232,2905040406,"Κουβέλλαι,αι"
8704,7,232,29050405,Τοπική Κοινότητα Πολυποτάμου
8705,8,232,2905040501,"Πολυπόταμος,ο"
8706,8,232,2905040502,"Ελαιοχώριον,το"
8707,5,232,2906,ΔΗΜΟΣ ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ
8708,6,232,290601,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΑΜΥΝΕΩΝ
8709,7,232,29060101,Δημοτική Κοινότητα Αλιβερίου
8710,8,232,2906010101,"Αλιβέριον,το"
8711,8,232,2906010102,"Ανθούπολη,η"
8712,8,232,2906010103,"Κατακαλός,ο"
8713,8,232,2906010104,"Λάτας,ο"
8714,8,232,2906010105,"Μηλάκι,το"
8715,7,232,29060102,Τοπική Κοινότητα Αγίου Ιωάννου
8716,8,232,2906010201,"Άγιος Ιωάννης,ο"
8717,8,232,2906010202,"Ακτή Νηρέως,η"
8718,7,232,29060103,Τοπική Κοινότητα Αγίου Λουκά
8719,8,232,2906010301,"Άγιος Λουκάς,ο"
8720,8,232,2906010302,"Παραμερίται,οι"
8721,8,232,2906010303,"Πρινιάς,ο"
8722,7,232,29060104,Τοπική Κοινότητα Γαβαλά
8723,8,232,2906010401,"Γαβαλάς,ο"
8724,7,232,29060105,Τοπική Κοινότητα Θαρουνίων
8725,8,232,2906010501,"Θαρούνια,τα"
8726,7,232,29060106,Τοπική Κοινότητα Παρθενίου
8727,8,232,2906010601,"Παρθένιον,το"
8728,8,232,2906010602,"Παναγία,η"
8729,7,232,29060107,Τοπική Κοινότητα Πρασίνου
8730,8,232,2906010701,"Πράσινον,το"
8731,8,232,2906010702,"Παναγίτσα Πούντα,η"
8732,7,232,29060108,Τοπική Κοινότητα Τραχηλίου
8733,8,232,2906010801,"Τραχήλιον,το"
8734,6,232,290602,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΥΛΩΝΟΣ
8735,7,232,29060201,Τοπική Κοινότητα Αυλωναρίου
8736,8,232,2906020101,"Αυλωνάριον,το"
8737,8,232,2906020102,"Δάφνη,η"
8738,8,232,2906020103,"Ελαία,η"
8739,8,232,2906020104,"Λοφίσκος,ο"
8740,8,232,2906020105,"Μονή Αγίου Χαραλάμπους Λευκών,η"
8741,8,232,2906020106,"Χάνια,τα"
8742,7,232,29060202,Τοπική Κοινότητα Αγίου Γεωργίου
8743,8,232,2906020201,"Άγιος Γεώργιος,ο"
8744,7,232,29060203,Τοπική Κοινότητα Αχλαδερής
8745,8,232,2906020301,"Συκέαι,αι"
8746,8,232,2906020302,"Αχλαδερή,η"
8747,8,232,2906020303,"Κάλαμος,ο"
8748,8,232,2906020304,"Κορασίδα,η"
8749,8,232,2906020305,"Περιβόλια,τα"
8750,7,232,29060204,Τοπική Κοινότητα Νεοχωρίου
8751,8,232,2906020401,"Νεοχώριον,το"
8752,7,232,29060205,Τοπική Κοινότητα Οκτωνιάς
8753,8,232,2906020501,"Οκτωνιά,η"
8754,8,232,2906020502,"Άγιος Μερκούριος,ο"
8755,8,232,2906020503,"Μουρτερή,η"
8756,7,232,29060206,Τοπική Κοινότητα Ορίου
8757,8,232,2906020601,"Όριον,το"
8758,8,232,2906020602,"Μυρτέα,η"
8759,7,232,29060207,Τοπική Κοινότητα Πυργίου
8760,8,232,2906020701,"Πυργίον,το"
8761,7,232,29060208,Τοπική Κοινότητα Ωρολογίου
8762,8,232,2906020801,"Ωρολόγιον,το"
8763,8,232,2906020802,"Αγία Θέκλα,η"
8764,8,232,2906020803,"Πρινάκιον,το"
8765,6,232,290603,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΙΣΤΥΩΝ
8766,7,232,29060301,Τοπική Κοινότητα Κριεζών
8767,8,232,2906030101,"Κριεζά,τα"
8768,8,232,2906030102,"Δροσιά,η"
8769,7,232,29060302,Τοπική Κοινότητα Αργυρού
8770,8,232,2906030201,"Αργυρόν,το"
8771,8,232,2906030202,"Άγιος Δημήτριος,ο"
8772,8,232,2906030203,"Μπούφαλον,το"
8773,7,232,29060303,Τοπική Κοινότητα Βέλους
8774,8,232,2906030301,"Βέλος,το"
8775,7,232,29060304,Τοπική Κοινότητα Δύστου
8776,8,232,2906030401,"Δύστος,η"
8777,8,232,2906030402,"Κουτουμουλάς,ο"
8778,7,232,29060305,Τοπική Κοινότητα Ζαράκων
8779,8,232,2906030501,"Ζάρακες,οι"
8780,8,232,2906030502,"Παραλία Ζαράκων,η"
8781,7,232,29060306,Τοπική Κοινότητα Κοσκίνων
8782,8,232,2906030601,"Κόσκινα,τα"
8783,8,232,2906030602,"Αλώνια,τα"
8784,7,232,29060307,Τοπική Κοινότητα Λεπούρων
8785,8,232,2906030701,"Λέπουρα,τα"
8786,7,232,29060308,Τοπική Κοινότητα Πετριών
8787,8,232,2906030801,"Πετριαί,αι"
8788,8,232,2906030802,"Άγιοι Απόστολοι,οι"
8789,8,232,2906030803,"Κλιμάκι,το"
8790,8,232,2906030804,"Λιάναμμο,η"
8791,6,232,290604,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΟΝΙΣΤΡΩΝ
8792,7,232,29060401,Τοπική Κοινότητα Κονιστρών
8793,8,232,2906040101,"Κονίστραι,αι"
8794,8,232,2906040102,"Διρρεύματα,τα"
8795,7,232,29060402,Τοπική Κοινότητα Αγίου Βλασίου
8796,8,232,2906040201,"Άγιος Βλάσιος,ο"
8797,8,232,2906040202,"Λόκας,ο"
8798,7,232,29060403,Τοπική Κοινότητα Άνω Κουρουνίου
8799,8,232,2906040301,"Άνω Κουρούνιον,το"
8800,7,232,29060404,Τοπική Κοινότητα Βρύσης
8801,8,232,2906040401,"Βρύση,η"
8802,8,232,2906040402,"Γάια,τα"
8803,8,232,2906040403,"Επισκοπή,η"
8804,8,232,2906040404,"Νεοχώριον,το"
8805,7,232,29060405,Τοπική Κοινότητα Καδίου
8806,8,232,2906040501,"Κάδιον,το"
8807,8,232,2906040502,"Γιάννηδες,οι"
8808,7,232,29060406,Τοπική Κοινότητα Κάτω Κουρουνίου
8809,8,232,2906040601,"Κάτω Κουρούνιον,το"
8810,7,232,29060407,Τοπική Κοινότητα Κήπων
8811,8,232,2906040701,"Κήποι,οι"
8812,8,232,2906040702,"Κοκκινοεκκλησιές,οι"
8813,8,232,2906040703,"Σπηλιαί,αι"
8814,7,232,29060408,Τοπική Κοινότητα Κρεμαστού
8815,8,232,2906040801,"Κρεμαστός,ο"
